3429732	Puerto Rico	Puerto Rico	Libertador General San Martin,Libertador General San Martín,Puerto Libertador General San Martin,Puerto Libertador General San Martín,Puerto Rico,Puerto San Alberto	-26.79598	-55.02402	P	PPLA2	AR		14	54077			17491		147	America/Argentina/Cordoba	2016-01-30
3429777	Puerto Iguazú	Puerto Iguazu	Eva Peron,Eva Perón,IGR,Iguassu,Iguazu,Iguazú,Puehrto-Iguasu,Puerto Aguirre,Puerto Iguasu,Puerto Iguazu,Puerto Iguazú,Puerto Igvasu,Puerto-Iguasu,bwyrtw jwasyw,pueleutoigwasu,pwrtw ywasw,yi gua su gang,Пуерто-Іґуасу,Пуэрто-Игуасу,Պուերտո Իգուասու,פוארטו איגואסו,بويرتو جواسيو,پورتو یواسو,پوێرتۆ ئیگواسوو,プエルト・イグアス,伊瓜蘇港,푸에르토이과수	-25.59912	-54.57355	P	PPLA4	AR	AR	14	54063			32038		177	America/Argentina/Cordoba	2015-04-22
3429786	Puerto Esperanza	Puerto Esperanza	Esperanza,Puerto Esperanza	-26.02267	-54.61356	P	PPLA2	AR		14	54063			15579		152	America/Argentina/Cordoba	2019-03-24
3429790	Puerto Eldorado	Puerto Eldorado	Eldorado,Puerto Eldorado	-26.40843	-54.69463	P	PPL	AR		14	54042			54189		102	America/Argentina/Cordoba	2016-01-30
3429886	Posadas	Posadas	PSS,Posadas,Posadasa,Posadasas,bo sa da si,bwsadas  mysywnys,pasadas  mysywns,posadaseu,posadasu,pwsadas,Посадас,Պոսադաս,פוסאדאס,بوساداس، ميسيونيس,پاساداس، میسیونس,پوساداس,პოსადასი,ポサーダス,波萨达斯,포사다스	-27.36708	-55.89608	P	PPLA	AR		14	54028			323739	83	127	America/Argentina/Cordoba	2015-04-22
3429902	Pontevedra	Pontevedra	Pontevedra,bwntyfydra,peng te wei de la,بونتيفيدرا,پونته‌ودرا,蓬特韋德拉	-34.74785	-58.70072	P	PPL	AR		01	06539			33515		24	America/Argentina/Buenos_Aires	2016-05-07
3429949	Pirané	Pirane	Pirane,Pirané	-25.73239	-59.10879	P	PPLA2	AR		09	34056			19124		86	America/Argentina/Cordoba	2015-04-22
3429980	Pilar	Pilar	Pilar	-34.45866	-58.9142	P	PPLA2	AR		01	06638			226517		27	America/Argentina/Buenos_Aires	2017-12-21
3430104	Paso de los Libres	Paso de los Libres	AOL,Paso de los Libres	-29.71251	-57.08771	P	PPLA2	AR		06	18119			43805		73	America/Argentina/Cordoba	2015-04-22
3430340	Oberá	Obera	Obera,Oberá,Yerbal Viejo,ao wei la,awbra,awbyra,Обера,אוברה,اوبرا,اوبيرا,奧韋拉	-27.48706	-55.11994	P	PPLA2	AR		14	54091			56528		345	America/Argentina/Cordoba	2018-05-16
3430443	Necochea	Necochea	NEC,Necochea,Nekoceja,Nekočėja,nei ke qie a,nkwchya,nykwtshya,نيكوتشيا,نکوچئا,ნეკოჩეა,內科切阿	-38.5545	-58.73961	P	PPLA2	AR		01	06581			80478		19	America/Argentina/Buenos_Aires	2016-01-27
3430513	Muñiz	Muniz	Muniz,Muñiz	-34.55622	-58.70739	P	PPL	AR		01	06760			26221		31	America/Argentina/Buenos_Aires	2019-08-07
3430545	Morón	Moron	6 de Septiembre,Moron,Morón,Seis de Septiembre,mo long,molon,moron,moroni,mwrwn,mwrwn  bwyns ayrs,Морон,مورون,مورون، بوينس آيرس,მორონი,モロン,莫龙,모론	-34.6509	-58.61956	P	PPLA2	AR		01	06568			319934		29	America/Argentina/Buenos_Aires	2016-05-07
3430598	Monte Caseros	Monte Caseros	MCS,Monte Caseros,Monte Kaserosas,meng te ka sai luo si,蒙特卡塞羅斯	-30.25359	-57.63626	P	PPLA2	AR		06	18112			24671		53	America/Argentina/Cordoba	2015-04-22
3430601	Montecarlo	Montecarlo	Montecarlo,Puerto Montecarlo	-26.5662	-54.757	P	PPLA2	AR		14	54084			22229		205	America/Argentina/Cordoba	2015-04-22
3430697	Merlo	Merlo	Merlo,mei luo,meleullo,meruro,mrlw,myrlw  bwyns ayrs,Мерло,Մերլո,مرلو,ميرلو، بوينس آيرس,メルロ,梅洛,메를로	-34.66627	-58.72927	P	PPLA2	AR		01	06539			244168		21	America/Argentina/Buenos_Aires	2019-10-10
3430708	Mercedes	Mercedes	Mercedes,Mercedo,Mersedes,Mersedesas,mei sai de si,mrsds  bwynws ayrs,Мерседес,مرسدس، بوئنوس آیرس,مرسيدس، مقاطعة بوينس آيرس,梅塞德斯	-34.65145	-59.43068	P	PPLA2	AR		01	06532			52949		43	America/Argentina/Buenos_Aires	2015-04-22
3430709	Mercedes	Mercedes	MDX,Mercedes,Mersedes,Mersedesas,mei er sai de si,mrsds,Мерседес,مرسدس,梅爾塞德斯	-29.18416	-58.07519	P	PPLA2	AR		06	18105			30649		96	America/Argentina/Cordoba	2015-06-15
3430863	Mar del Plata	Mar del Plata	MDQ,Mar Del Plat,Mar de Plata,Mar del Plata,Mar ntel Plata,Mar-dehl'-Plata,Mar-del'-Plata,Mar-del'-Platae,Mar-del-Plata,Mar-del-plata,ma de pu la ta,maleudelpeullata,mar del pla ta,mar dl plata,mara dela plata,maryh dyl blata,Μαρ ντελ Πλάτα,Мар дел Плата,Мар-дель-Платæ,Мар-дель-Плата,Мар-дэль-Плата,Մար-դել-Պլատա,מאר דל פלאטה,مار دل پلاتا,ماريه ديل بلاتا,মার ডেল প্লাটা,มาร์เดลปลาตา,მარ-დელ-პლატა,マル・デル・プラタ,马德普拉塔,마르델플라타	-38.00042	-57.5562	P	PPLA2	AR		01	06357			553935		24	America/Argentina/Buenos_Aires	2019-09-05
3430988	Luján	Lujan	Lujan,Luján,Lukhan,Luxan,lu han,lukhani,lwkhan,Лухан,Լուխան,لوخان,لوخان، مقاطعة بوينس آيرس,ლუხანი,盧漢	-34.57028	-59.105	P	PPLA2	AR		01	06497			81749		27	America/Argentina/Buenos_Aires	2015-04-22
3431057	Los Polvorines	Los Polvorines	Los Palverines,Los Polvorines,Polvorines	-34.50316	-58.70596	P	PPL	AR		01	06515			53354		28	America/Argentina/Buenos_Aires	2019-08-07
3432043	La Plata	La Plata	Eva Peron,Eva Perón,LPG,La Plat,La Plata,La-Plata,La-Plata shaary,La-Platae,Laplata,Urbs Platensis,la plata,la pu la ta,lablata,lap lata,lapeullata,rapurata,Λα Πλάτα,Ла Плата,Ла-Платæ,Ла-Плата,Ла-Плата шаары,לא פלאטא,לה פלאטה,لا پلاتا,لابلاتا,ला प्लाटा,ला प्लाता,লা প্লাতা,ลาปลาตา,ლა-პლატა,ラプラタ,拉普拉塔,라플라타	-34.92145	-57.95453	P	PPLA	AR		01	06441			694167		27	America/Argentina/Buenos_Aires	2019-09-05
3432079	La Paz	La Paz	La Paz	-30.74179	-59.64517	P	PPLA2	AR		08	30070			24716		53	America/Argentina/Cordoba	2018-11-30
3433349	Jardín América	Jardin America	Chardin Amerika,jrdyn amyrka,جردین امیرکا	-27.04346	-55.22698	P	PPL	AR		14	54098			24905		227	America/Argentina/Cordoba	2016-01-30
3433522	Hurlingham	Hurlingham	28 de Septiembre,Hurlingham	-34.5904	-58.62904	P	PPLA2	AR		01	06408			60000		17	America/Argentina/Buenos_Aires	2019-08-07
3433658	Gualeguaychú	Gualeguaychu	GHU,Gualeguaicu,Gualeguaiču,Gualeguajchu,Gualeguaychu,Gualeguaychú,gua lai gua yi qiu,gualeguaichu,gwalgwaychw,jywlyjyashw  antry ryws,Гуалегуайчу,גואלגואיצו,جيوليجياشو، انتري ريوس,گوالگوایچو,გუალეგუაიჩუ,瓜萊瓜伊丘	-33.00937	-58.51722	P	PPLA2	AR		08	30056			78676		14	America/Argentina/Cordoba	2016-01-30
3433663	Gualeguay	Gualeguay	Gualeguajus,Gualeguay,gua lai gua yi,gwalgway,גואלגואי,گوالگوای,瓜萊瓜伊	-33.14156	-59.30966	P	PPLA2	AR		08	30049			33120		14	America/Argentina/Cordoba	2015-04-22
3433715	Goya	Goya	Goja,Gojja,Goya,OYA,Гойя	-29.13995	-59.26343	P	PPLA2	AR		06	18070			70245		25	America/Argentina/Cordoba	2018-11-30
3433753	Gobernador Virasora	Gobernador Virasora	Gobernador Ingeniero Valentin Virasoro,Gobernador Ingeniero Valentín Virasoro,Gobernador Virasora,Vuelta del Ombu,Vuelta del Ombú	-28.05	-56.03333	P	PPL	AR		06	18168			28756		133	America/Argentina/Cordoba	2019-03-23
3433787	General Pacheco	General Pacheco	General Pacheco	-34.45256	-58.64312	P	PPL	AR		01	06805			43287		4	America/Argentina/Buenos_Aires	2019-08-07
3433803	General José de San Martín	General Jose de San Martin	Cheneral Chose de San Martinas,Colonia Zapallar,El Zapallar,General Jose de San Martin,General José de San Martín,General San Martin,General San Martín,Zapallar,aljnral khwsyh dy san martyn,sheng ma ding jiang jun zhen,الجنرال خوسيه دي سان مارتين,聖馬丁將軍鎮	-26.53743	-59.34158	P	PPLA2	AR		03	22084			31758		81	America/Argentina/Cordoba	2016-01-30
3433836	Garupá	Garupa	Garupa,Garupá	-27.48171	-55.82921	P	PPL	AR		14	54028			28814		108	America/Argentina/Cordoba	2016-01-30
3433899	Formosa	Formosa	Ciudad de Formosa,FMA,Formosa,Formoza,farmwsa,forumosa,fu mo sa,fwrmwza,poleumosa,pormosa,pwrmwsh,Формоза,Формоса,Ֆորմոսա,פורמוסה,فارموسا,فورموزا,فورموسا، ارجنٹائن,ფორმოსა,フォルモーサ,福莫萨,포르모사	-26.18489	-58.17313	P	PPLA	AR		09	34014			221383		62	America/Argentina/Cordoba	2018-11-30
3433901	Fontana	Fontana	Fontana	-27.41813	-59.02392	P	PPL	AR		03	22140			26745		54	America/Argentina/Cordoba	2016-01-30
3433956	Federal	Federal	Federal,Villa Federal	-30.95465	-58.78326	P	PPLA2	AR		08	30035			16333		67	America/Argentina/Cordoba	2016-01-30
3434095	Esquina	Esquina	Esquina	-30.01476	-59.5289	P	PPLA2	AR		06	18049			26399		39	America/Argentina/Cordoba	2018-11-30
3434291	El Soberbio	El Soberbio	El Soberbio	-27.29847	-54.19877	P	PPLA2	AR		14	54056			19571		156	America/Argentina/Cordoba	2016-01-30
3435010	Don Torcuato	Don Torcuato	Don Torcuato,Don Torkuato,dwn twrkwatw,tang tuo er kua tuo,Дон Торкуато,دون توركواتو,دون تورکواتو,დონ-ტორკუატო,唐托爾夸托	-34.49459	-58.62729	P	PPL	AR		01	06805			64867		15	America/Argentina/Buenos_Aires	2019-08-07
3435038	Dolores	Dolores	Dolores	-36.31321	-57.67918	P	PPLA2	AR		01	06238			25190		14	America/Argentina/Buenos_Aires	2016-03-10
3435103	Curuzú Cuatiá	Curuzu Cuatia	Curuzu Cuatia,Curuzú Cuatiá,Kurusu Kuatia,Kurusu Kvatija,UZU,ku lu su kua di ya,kwrwsw kwatya,کوروسو کواتیا,庫魯蘇夸蒂亞	-29.79171	-58.0546	P	PPLA2	AR		06	18035			36390		79	America/Argentina/Cordoba	2016-01-30
3435217	Corrientes	Corrientes	CNQ,Ciudad de Corrientes,Corrientes,Karyentehs,Korientes,Korijentes,Korjentesas,Korrientes,Taragui,ke lian te si,kolienteseu,korientesu,koriyentesa,kwrynts,kwryynts,qwryynts,Карыентэс,Кориентес,Коријентес,Корриентес,Коррієнтес,קוריינטס,كورينتس,کوریئنتس,کورینتس,कोरियेन्टेस,კორიენტესი,コリエンテス,科连特斯,코리엔테스	-27.46784	-58.8344	P	PPLA	AR		06	18021			339067		53	America/Argentina/Cordoba	2019-09-05
3435261	Concordia	Concordia	COC,Concordia,Konkordia,Konkordija,kang ke di ya,kongkoleudia,konkorudia,kwnkwrdya,kwnkwrdya  antry ryws,qwnqwrdyh,Конкордия,Конкордија,Կոնկորդիա,קונקורדיה,كونكورديا، انتري ريوس,کونکوردیا,コンコルディア,康科迪亚,콩코르디아	-31.39296	-58.02089	P	PPLA2	AR		08	30015			145210		30	America/Argentina/Cordoba	2016-01-30
3435264	Concepción del Uruguay	Concepcion del Uruguay	Concepcion del Uruguay,Concepción del Uruguay,Konseps'jon-del'-Urugvaj,Konseps'on-del'-Urugvaj,Konsepsion del Urugvajus,knspsywn dl awrwgway,kwnsbsywn dyl awrwghway,wu la gui he pan kang sai pu xi weng,Консепсьйон-дель-Уругвай,Консепсьон-дель-Уругвай,קונספסיון דל אורוגוואי,كونسبسيون ديل أوروغواي,کنسپسیون دل اوروگوای,კონსეპსიონ-დელ-ურუგვაი,乌拉圭河畔康塞普西翁	-32.48463	-58.23217	P	PPLA2	AR		08	30098			67895		9	America/Argentina/Cordoba	2018-12-05
3435356	Colegiales	Colegiales	Colegiales	-34.57365	-58.44924	P	PPLX	AR		07	02013			57000		27	America/Argentina/Buenos_Aires	2017-05-08
3435486	Chajarí	Chajari	Chajari,Chajarí	-30.75048	-57.97962	P	PPL	AR		08	30028			30655		58	America/Argentina/Cordoba	2016-01-30
3435810	Campana	Campana	Campana,Kampana,Кампана	-34.16327	-58.95919	P	PPLA2	AR		01	06126			81612		16	America/Argentina/Buenos_Aires	2018-12-05
3435910	Buenos Aires	Buenos Aires	BUE,Baires,Bonaero,Bonaeropolis,Bonaëropolis,Bos Aires,Bouenos Aires,Bouonezar,Bouonézâr,Buehnas-Ajrehs,Buehnos Ajres,Buehnos-Ajres,Buehnos-Ajres osh,Buenos Aires,Buenos Airės,Buenos Ajres,Buenos Ayres,Buenos-Aires,Buenos-Ajres,Buenos-Ayres,Buenos-Aýres,Buenosairesa,Buénos Ayrés,Bwenoze,Bwènozè,Búenos Aíres,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad de La Santisima Trinidad y Puerto de Santa Maria del Buen Ayre,Ciudad de La Santísima Trinidad y Puerto de Santa María del Buen Ayre,Lungsod ng Buenos Aires,Santa Maria del Buen Ayre,Santa María del Buen Ayre,bawnosxires,bu yi nuo si ai li si,bu'enosa a'iresa,buenos-airesi,buenosaires,buenoseuaileseu,buenosuairesu,buraenosa a'iresa,buyenosa a'iresa,bwyns ayrs,bwynws ayrs,bwynws ayrys,byu'enosa erisa,byunas airis,byunas ayels,bywns ayrs,puvenas airis,Μπουένος ΄Aιρες,Μπουένος Άιρες,Буенос Аирес,Буенос Айрес,Буенос Аірес,Буенос Ајрес,Буенос-Аирес,Буенос-Айрес,Буэнас-Айрэс,Буэнос Айрес,Буэнос-Айрес,Буэнос-Айрес ош,Բուենոս Այրես,בואנוס איירס,בוענאס איירעס,بوئنوس آیرس,بوينس آيرس,بوينوس ايريس,بۆینس ئایرس,بیونس آئرس,बुएनोस आइरेस,ब्युएनॉस एरीस,বুয়েনোস আইরেস,বুৱেনোস আইরেস,புவெனஸ் ஐரிஸ்,ಬ್ಯೂನಸ್ ಐರಿಸ್,ബ്യൂണസ് അയേഴ്സ്,บัวโนสไอเรส,པུ་ཨེ་ནོ་སི་ཨས་རི་སི།,ဗျူနိုအေးရိစ်မြို့,ბუენოს-აირესი,ብዌኖስ አይሬስ,ブエノスアイレス,布宜諾斯艾利斯,布宜诺斯艾利斯,부에노스아이레스	-34.61315	-58.37723	P	PPLC	AR		07				13076300		31	America/Argentina/Buenos_Aires	2019-09-05
3436003	Boedo	Boedo	Boedas,Boedo,boedo,ボエド	-34.63333	-58.41667	P	PPLX	AR		07	02005			48231		19	America/Argentina/Buenos_Aires	2017-12-06
3436043	Berazategui	Berazategui		-34.76531	-58.21278	P	PPL	AR		01	06091			167498		20	America/Argentina/Buenos_Aires	2017-12-06
3436077	Belgrano	Belgrano	Barrio Belgrano,Belgranas,Belgrano,belgeulano dong,berugurano,Белграно,ベルグラーノ,벨그라노 동	-34.5627	-58.45829	P	PPLX	AR		07	02013			138942		18	America/Argentina/Buenos_Aires	2017-12-06
3436124	Barranqueras	Barranqueras	Barranqueras,ba lan ke la si,barankywras,بارانكيوراس,巴蘭克拉斯	-27.48132	-58.93925	P	PPL	AR		03	22140			50823		52	America/Argentina/Cordoba	2015-06-24
3436134	Barracas	Barracas	Barakas,Barracas,barakasu,バラカス	-34.64966	-58.38341	P	PPLX	AR		07	02004			77474		10	America/Argentina/Buenos_Aires	2017-12-06
3436177	Balcarce	Balcarce	Balcarce,ba er ka sai,balkarsh,balkarsy,بالكارسي,بالکارسه,巴爾卡塞	-37.84616	-58.25522	P	PPLA2	AR		01	06063			38823	97	126	America/Argentina/Buenos_Aires	2019-06-13
3436199	Azul	Azul	Asulis,Azul,a su er,aswl,Азул,آسول,أزول، مقاطعة بوينس آيرس,阿蘇爾	-36.77698	-59.85854	P	PPLA2	AR		01	06049			53941	137	141	America/Argentina/Buenos_Aires	2019-06-13
3436230	Avellaneda	Avellaneda	Avellaneda,Estacion Ewald,Estación Ewald	-29.11761	-59.65834	P	PPL	AR		21	82049			23077		52	America/Argentina/Cordoba	2016-01-30
3436287	Aristóbulo del Valle	Aristobulo del Valle	Aristobulo del Valle,Aristóbulo del Valle	-27.09625	-54.89626	P	PPL	AR		14	54014			20683		494	America/Argentina/Cordoba	2016-01-30
3832132	Zapala	Zapala	APZ,Sapala,Zapala,sa pa la,sapala,Сапала,Սապալա,ساپالا,薩帕拉	-38.89916	-70.05442	P	PPLA2	AR		15	58112			31534		1015	America/Argentina/Salta	2015-04-22
3832260	Yerba Buena	Yerba Buena	Yerba Buena	-26.81667	-65.31667	P	PPLA2	AR		24	90119			50783		515	America/Argentina/Tucuman	2016-01-30
3832647	Villa Regina	Villa Regina	Villa Regina	-39.1	-67.06667	P	PPL	AR		16	62042			31209		201	America/Argentina/Salta	2016-01-30
3832653	Villa Paula de Sarmiento	Villa Paula de Sarmiento	Paula A. de Sarmiento,Villa Paula de Sarmiento	-31.4933	-68.53838	P	PPL	AR		18	70042			19092		646	America/Argentina/San_Juan	2016-01-30
3832662	Villa Nueva	Villa Nueva	Villa Nueva	-32.43293	-63.24763	P	PPL	AR		05	14042			16841		204	America/Argentina/Cordoba	2018-07-04
3832694	Villa María	Villa Maria	Vilja Marija,Villa Maria,Villa María,fyla marya,ma li ya zhen,vilia-maria,wyya marya,wyzh mryh,ויזה מריה,فيلا ماريا,وییا ماریا,ვილია-მარია,瑪麗亞鎮	-32.40751	-63.24016	P	PPLA2	AR		05	14042			92453		202	America/Argentina/Cordoba	2016-01-30
3832756	Villa Dolores	Villa Dolores	Dolores,VDR,Villa Dolores,duo luo lei si zhen,fyla dwlwrys,فيلا دولوريس,多洛雷斯鎮	-31.94585	-65.18958	P	PPL	AR		05	14133			28009		523	America/Argentina/Cordoba	2016-01-30
3832778	Villa Constitución	Villa Constitucion	Villa Constitucion,Villa Constitución,kong si di tu xi weng zhen,wyya kwnstytwsywn,وییا کونستیتوسیون,孔斯蒂圖西翁鎮	-33.22778	-60.3297	P	PPLA2	AR		21	82028			44271		32	America/Argentina/Cordoba	2016-01-30
3832791	Villa Carlos Paz	Villa Carlos Paz	Karlos-Paz,Vil'ja-Karlos-Pas,Vilja Karlos Pasas,Villa Carlos Paz,Vilya Karlos Pas,fyla karlws baz,ka luo si pa si zhen,wyya karlws pas,Вилья-Карлос-Пас,Карлос-Паз,Վիլյա Կառլոս Պաս,ויזה קרלוס פאס,فيلا كارلوس باز,وییا کارلوس پاس,ვილია-კარლოს-პასი,卡洛斯帕斯鎮	-31.42414	-64.49778	P	PPL	AR		05	14091			69451		666	America/Argentina/Cordoba	2016-01-30
3832811	Villa Ángela	Villa Angela	Vilja Anchela,Villa Angela,Villa Ángela,an ji la zhen,wyya ankhla,ויזה אנחלה,وییا آنخلا,安吉拉鎮	-27.57383	-60.71526	P	PPLA2	AR		03	22098			43511		79	America/Argentina/Cordoba	2016-01-30
3832815	Villa Allende	Villa Allende	Villa Allende	-31.29458	-64.29538	P	PPL	AR		05	14021			21683		505	America/Argentina/Cordoba	2016-01-30
3832899	Viedma	Viedma	V'edma,V'edmae,VDM,Vedma,Viedma,Vjedma,beiyd ma,bie de ma,biedeuma,biedoma,fydma,viedma,wydma,wyydmh,Βιέδμα,Виедма,Вьедмæ,Вьедма,Вєдма,Վիեդմա,ויידמה,فيدما,ویدما,เบียดมา,ვიედმა,ビエドマ,別德馬,비에드마	-40.81345	-62.99668	P	PPLA	AR		16	62007			48940		8	America/Argentina/Salta	2016-01-30
3832934	Victoria	Victoria	Viktorija,wei duo li ya,Виктория,وکٹوریہ، انترے ریوس,維多利亞	-32.61841	-60.15478	P	PPL	AR		08	30105			25139		52	America/Argentina/Cordoba	2015-04-22
3833027	Vera	Vera	Jobson,Vera	-29.4593	-60.21261	P	PPLA2	AR		21	82133			19797		64	America/Argentina/Cordoba	2016-01-30
3833062	Venado Tuerto	Venado Tuerto	Neuken,Venado Touerto,Venado Tuertas,Venado Tuerto,bei na duo tu ai tuo,fynadw tywrtw,wanadw twrtw,Βενάδο Τουέρτο,Неукен,ונדו טוארטו,فينادو تيورتو,وانادو تورتو,ვენადო-ტუერტო,貝納多圖埃托	-33.74556	-61.96885	P	PPL	AR		21	82042			72340		117	America/Argentina/Cordoba	2016-01-30
3833112	Veinticinco de Mayo	Veinticinco de Mayo	25 de Mayo,Veinticinco de Mayo	-35.4323	-60.17271	P	PPLA2	AR		01	06854			24668		57	America/Argentina/Buenos_Aires	2015-04-22
